School_ID,Short_Name,Long_Name,Primary_Category,Program_Type,Program_Group,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Program_Grades_Served,Application_Requirements,Program_Selections,How_To_Apply,Deadline,School_Latitude,School_Longitude,Location
609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,CLEMENTE HS-Career & Technical Education (CTE)-Media & Communication Arts,Media & Communication Arts,1147 N WESTERN AVE,Chicago,Illinois,60622,7735344000,7735344012,https://www.cps.edu/schools/schoolprofiles/609759,https://www.rccachicago.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.902626,-87.686906,POINT (-87.686906 41.902626)
609739,WASHINGTON HS,George Washington High School,HS,WASHINGTON HS-International Baccalaureate (IB),,3535 E 114TH ST,Chicago,Illinois,60617,7735355725,7735355038,https://www.cps.edu/schools/schoolprofiles/609739,https://www.gwashingtonhs.org,9,None,"<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Elementary Preference,General</li><li><strong>Note: </strong>50 bonus points for attendance area  Elementary preference: Marsh ES (IB Partner School)</li></ul>",None,,41.688137,-87.53757,POINT (-87.53757 41.688137)
609708,FOREMAN HS,Edwin G. Foreman College and Career Academy,HS,FOREMAN HS-Career & Technical Education (CTE)-Media & Communication Arts,Media & Communication Arts,3235 N LECLAIRE AVE,Chicago,Illinois,60641,7735343400,7735343684,https://www.cps.edu/schools/schoolprofiles/609708,http://www.foremancca.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.939797,-87.754167,POINT (-87.754167 41.939797)
609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,CHICAGO VOCATIONAL HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,2100 E 87TH ST,Chicago,Illinois,60617,7735356100,7735356633,https://www.cps.edu/schools/schoolprofiles/609674,https://chicagovocational.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.737174,-87.573268,POINT (-87.573268 41.737174)
400085,ACERO - GARCIA HS,Acero Charter Schools - Major Hector P. Garcia MD,HS,ACERO - GARCIA HS-Charter-STEM,STEM,4248 W 47TH ST,Chicago,Illinois,60632,7735793480,7733765785,https://www.cps.edu/schools/schoolprofiles/400085,http://hg.aceroschools.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Elementary Preference,General</li><li><strong>Note: </strong>Elementary preference:  ACERO - BRIGHTON PARK, ACERO - CISNEROS, ACERO - CLEMENTE,  ACERO - DE LA CRUZ, ACERO - DE LAS CASAS,  ACERO - FUENTES, ACERO - IDAR, ACERO - MARQUEZ, ACERO - PAZ, ACERO - SANTIAGO, ACERO - TAMAYO,  ACERO - TORRES, ACERO - ZIZUMBO""</li></ul>",None,,41.809171,-87.730467,POINT (-87.730467 41.809171)
609756,CURIE HS,Marie Sklodowska Curie Metropolitan High School,HS,CURIE HS-Career & Technical Education (CTE)-Information Technology,Information Technology,4959 S ARCHER AVE,Chicago,Illinois,60632,7735352100,7735352049,https://www.cps.edu/schools/schoolprofiles/609756,https://www.curiehs.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.80306,-87.722042,POINT (-87.722042 41.80306)
609693,WESTINGHOUSE HS,George Westinghouse College Prep,HS,WESTINGHOUSE HS-Special Education-Significantly Modified Curriculum w/ Intensive Supports,Significantly Modified Curriculum w/ Intensive Supports,3223 W FRANKLIN BLVD,Chicago,Illinois,60624,7735346400,7735346422,https://www.cps.edu/schools/schoolprofiles/609693,https://newwestinghouse.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.889977,-87.707332,POINT (-87.707332 41.889977)
609746,KENWOOD HS,Kenwood Academy High School,HS,KENWOOD HS-Magnet-General Education,General Education,5015 S BLACKSTONE AVE,Chicago,Illinois,60615,7735351350,7735351408,https://www.cps.edu/schools/schoolprofiles/609746,https://kenwoodacademy.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>3</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Elementary Preference,General</li></ul>",None,,41.803772,-87.590421,POINT (-87.590421 41.803772)
610547,SOUTH SHORE INTL HS,South Shore Intl College Prep High School,HS,SOUTH SHORE INTL HS-Career & Technical Education (CTE)-Health Sciences,Health Sciences,1955 E 75TH ST,Chicago,Illinois,60649,7735358350,7735358352,https://www.cps.edu/schools/schoolprofiles/610547,https://ssicp.org,9,None,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,None,,41.758792,-87.576353,POINT (-87.576353 41.758792)
609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,HS,VON STEUBEN HS-Magnet-Honors,Honors,5039 N KIMBALL AVE,Chicago,Illinois,60625,7735345100,7735345210,https://www.cps.edu/schools/schoolprofiles/609737,http://www.vonsteuben.org,9,Letter of Recommendation and Essay,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>3</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Letter of Recommendation and Essay,,41.973185,-87.713386,POINT (-87.713386 41.973185)
400118,NOBLE - DRW HS,Noble - DRW College Prep,HS,NOBLE - DRW HS-Charter-General Education,General Education,931 S HOMAN AVE,Chicago,Illinois,60624,7738934500,7738934501,https://www.cps.edu/schools/schoolprofiles/400118,https://nobleschools.org/drw,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,General</li></ul>",None,,41.869328,-87.711654,POINT (-87.711654 41.869328)
609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,CLEMENTE HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,1147 N WESTERN AVE,Chicago,Illinois,60622,7735344000,7735344012,https://www.cps.edu/schools/schoolprofiles/609759,https://www.rccachicago.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.902626,-87.686906,POINT (-87.686906 41.902626)
610323,BOWEN HS,Bowen High School,HS,BOWEN HS-Neighborhood-General Education,General Education,2710 E 89TH ST,Chicago,Illinois,60617,7735357650,7735356489,https://www.cps.edu/schools/schoolprofiles/610323,http://bowen.cps.edu,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.734627,-87.55755,POINT (-87.55755 41.734627)
609738,LINCOLN PARK HS,Lincoln Park High School,HS,LINCOLN PARK HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,2001 N ORCHARD ST,Chicago,Illinois,60614,7735348130,7735348218,https://www.cps.edu/schools/schoolprofiles/609738,https://www.lincolnparkhs.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.918268,-87.646009,POINT (-87.646009 41.918268)
609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,CHICAGO VOCATIONAL HS-Career & Technical Education (CTE)-Health Sciences,Health Sciences,2100 E 87TH ST,Chicago,Illinois,60617,7735356100,7735356633,https://www.cps.edu/schools/schoolprofiles/609674,https://chicagovocational.org,9,None,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,None,,41.737174,-87.573268,POINT (-87.573268 41.737174)
610334,RABY HS,Al Raby High School,HS,RABY HS-Career & Technical Education (CTE)-Culinary & Hospitality,Culinary & Hospitality,3545 W FULTON BLVD,Chicago,Illinois,60624,7735346755,7735346938,https://www.cps.edu/schools/schoolprofiles/610334,https://www.alraby.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Proximity,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.88621,-87.715423,POINT (-87.715423 41.88621)
610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,HS,LINDBLOM HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,6130 S WOLCOTT AVE,Chicago,Illinois,60636,7735359300,7735359314,https://www.cps.edu/schools/schoolprofiles/610391,https://lindblomeagles.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.782041,-87.671662,POINT (-87.671662 41.782041)
610392,WORLD LANGUAGE HS,World Language Academy High School,HS,WORLD LANGUAGE HS-Career & Technical Education (CTE)-Health Sciences,Health Sciences,3120 S KOSTNER AVE,Chicago,Illinois,60623,7735354334,7732548470,https://www.cps.edu/schools/schoolprofiles/610392,https://wl.lvlhs.org,9,None,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,None,,41.834397,-87.735292,POINT (-87.735292 41.834397)
609704,FARRAGUT HS,David G Farragut Career Academy High School,HS,FARRAGUT HS-Career & Technical Education (CTE)-Education & Training,Education & Training,2345 S CHRISTIANA AVE,Chicago,Illinois,60623,7735341300,7735341336,https://www.cps.edu/schools/schoolprofiles/609704,https://fcaib.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.84856,-87.708706,POINT (-87.708706 41.84856)
609780,MARINE LEADERSHIP AT AMES HS,Marine Leadership Academy at Ames,HS,MARINE LEADERSHIP AT AMES HS-Military- & Service Leadership,& Service Leadership,1920 N HAMLIN AVE,Chicago,Illinois,60647,7735344970,7735344975,https://www.cps.edu/schools/schoolprofiles/609780,http://marine.cps.edu,8-Jul,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,General</li></ul>",None,,41.916045,-87.721742,POINT (-87.721742 41.916045)
400091,CHICAGO TECH HS,Chicago Technology Academy High School,HS,CHICAGO TECH HS-Contract-STEM,STEM,1301 W 14TH ST,Chicago,Illinois,60608,7735347755,7735347757,https://www.cps.edu/schools/schoolprofiles/400091,https://chitech.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,General</li></ul>",None,,41.863301,-87.659095,POINT (-87.659095 41.863301)
400059,NLCP - COLLINS HS,North Lawndale College Prep - Collins,HS,NLCP - COLLINS HS-Charter-General Education,General Education,1313 S SACRAMENTO DR,Chicago,Illinois,60623,7735426766,7735426995,https://www.cps.edu/schools/schoolprofiles/400059,https://www.nlcphs.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,General</li></ul>",None,,41.864146,-87.700681,POINT (-87.700681 41.864146)
609733,SULLIVAN HS,Roger C Sullivan High School,HS,SULLIVAN HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,6631 N BOSWORTH AVE,Chicago,Illinois,60626,7735342000,7735342141,https://www.cps.edu/schools/schoolprofiles/609733,https://sullivanhs.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,42.002688,-87.669192,POINT (-87.669192 42.002688)
610547,SOUTH SHORE INTL HS,South Shore Intl College Prep High School,HS,SOUTH SHORE INTL HS-International Baccalaureate (IB),,1955 E 75TH ST,Chicago,Illinois,60649,7735358350,7735358352,https://www.cps.edu/schools/schoolprofiles/610547,https://ssicp.org,9,None,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li><li><strong>Note: </strong>50 bonus points for attendance area</li></ul>,None,,41.758792,-87.576353,POINT (-87.576353 41.758792)
609734,TAFT HS,William Howard Taft High School,HS,TAFT HS-Special Education-Significantly Modified Curriculum w/ Intensive Supports,Significantly Modified Curriculum w/ Intensive Supports,6530 W BRYN MAWR AVE,Chicago,Illinois,60631,7735341000,7735341027,https://www.cps.edu/schools/schoolprofiles/609734,https://tafthighschool.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.982961,-87.791547,POINT (-87.791547 41.982961)
609678,JONES HS,William Jones College Preparatory High School,HS,JONES HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,700 S STATE ST,Chicago,Illinois,60605,7735348600,7735348625,https://www.cps.edu/schools/schoolprofiles/609678,https://www.jonescollegeprep.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.873066,-87.627675,POINT (-87.627675 41.873066)
609756,CURIE HS,Marie Sklodowska Curie Metropolitan High School,HS,CURIE HS-Neighborhood-General Education,General Education,4959 S ARCHER AVE,Chicago,Illinois,60632,7735352100,7735352049,https://www.cps.edu/schools/schoolprofiles/609756,https://www.curiehs.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>2.5</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Attendance Area,General</li></ul>",None,,41.80306,-87.722042,POINT (-87.722042 41.80306)
