School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Progress_Report_Year,Blue_Ribbon_Award_Year,Excelerate_Award_Gold_Year,Spot_Light_Award_Year,Improvement_Award_Year,Excellence_Award_Year,Student_Attainment_Rating,Culture_Climate_Rating,School_Survey_Student_Response_Rate_Pct,School_Survey_Student_Response_Rate_Avg_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Avg_Pct,School_Survey_Parent_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Avg_Pct,Creative_School_Certification,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Suspensions_Per_100_Students_Year_2_Pct,Misconducts_To_Suspensions_Year_1_Pct,Misconducts_To_Suspensions_Year_2_Pct,Average_Length_Suspension_Year_1_Pct,Average_Length_Suspension_Year_2_Pct,Student_Attendance_Year_1_Pct,Student_Attendance_Year_2_Pct,Student_Attendance_Avg_Pct,Teacher_Attendance_Year_1_Pct,Teacher_Attendance_Year_2_Pct,One_Year_Dropout_Rate_Year_1_Pct,One_Year_Dropout_Rate_Year_2_Pct,One_Year_Dropout_Rate_Avg_Pct,Freshmen_On_Track_School_Pct_Year_2,Freshmen_On_Track_CPS_Pct_Year_2,Freshmen_On_Track_School_Pct_Year_1,Freshmen_On_Track_CPS_Pct_Year_1,Graduation_4_Year_School_Pct_Year_2,Graduation_4_Year_CPS_Pct_Year_2,Graduation_4_Year_School_Pct_Year_1,Graduation_4_Year_CPS_Pct_Year_1,Graduation_5_Year_School_Pct_Year_2,Graduation_5_Year_CPS_Pct_Year_2,Graduation_5_Year_School_Pct_Year_1,Graduation_5_Year_CPS_Pct_Year_1,College_Enrollment_School_Pct_Year_2,College_Enrollment_CPS_Pct_Year_2,College_Enrollment_School_Pct_Year_1,College_Enrollment_CPS_Pct_Year_1,College_Persistence_School_Pct_Year_2,College_Persistence_CPS_Pct_Year_2,College_Persistence_School_Pct_Year_1,College_Persistence_CPS_Pct_Year_1,Mobility_Rate_Pct,Chronic_Truancy_Pct,Empty_Progress_Report_Message,Supportive_School_Award,Parent_Survey_Results_Year,School_Latitude,School_Longitude,PSAT_Grade_9_Score_School_Avg,PSAT_Grade_10_Score_School_Avg,SAT_Grade_11_Score_School_Avg,SAT_Grade_11_Score_CPS_Avg,Attainment_PSAT_Grade_9_School_Pct,Attainment_PSAT_Grade_9_School_Lbl,Attainment_PSAT_Grade_10_School_Pct,Attainment_PSAT_Grade_10_School_Lbl,Attainment_SAT_Grade_11_School_Pct,Attainment_SAT_Grade_11_School_Lbl,Attainment_All_Grades_School_Pct,Attainment_All_Grades_School_Lbl
610082,MOUNT GREENWOOD,Mount Greenwood Elementary School,Neighborhood,ES,10841 S HOMAN AVE,Chicago,Illinois,60655,773-535-2786,2022,,2022,,,2012,NO DATA AVAILABLE,WELL ORGANIZED,71.4,73,75.6,71,,,DEVELOPING,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,VERY STRONG,,,,,,,97.1,95.1,86.9,95.8,96.2,,,,,,,,,,,,,,,,,,,,,,,,2,8.2,,EMERGING,2022,41.695734,-87.70581,,,0,939,0,0,0,0,0,0,0,0
609959,HAINES,John Charles Haines Elementary School,Neighborhood,ES,247 W 23RD PL,Chicago,Illinois,60616,773-534-9200,2022,,2022,,,,NO DATA AVAILABLE,WELL ORGANIZED,73,73,51.1,71,,,EXCELLING,STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,WEAK,,0.4,,11.1,,2.0 days,98.9,96.5,86.9,89.4,93.1,,,,,,,,,,,,,,,,,,,,,,,,6,7.1,,ESTABLISHED,2022,41.849958,-87.633806,,,0,939,0,0,0,0,0,0,0,0
610279,TANNER,Henry O Tanner Elementary School,Neighborhood,ES,7350 S EVANS AVE,Chicago,Illinois,60619,773-535-3870,2022,,2022,,2013,,NO DATA AVAILABLE,ORGANIZED,79,73,65.7,71,,,STRONG,NEUTRAL,WEAK,STRONG,NEUTRAL,STRONG,WEAK,,25.4,,43.2,,1.8 days,86.7,84.1,86.9,88.9,92.1,,,,,,,,,,,,,,,,,,,,,,,,21.2,61.6,,EXEMPLARY,2022,41.760673,-87.606791,,,0,939,0,0,0,0,0,0,0,0
610223,WENTWORTH,Daniel S Wentworth Elementary School,Neighborhood,ES,1340 W 71ST ST,Chicago,Illinois,60636,773-535-3394,2022,,2022,,,,NO DATA AVAILABLE,NOT YET ORGANIZED,60.1,73,68.9,71,,,STRONG,WEAK,WEAK,WEAK,WEAK,WEAK,VERY WEAK,0.5,7.8,66.7,45.2,2.0 days,1.5 days,87.3,84.8,86.9,87.4,92.8,,,,,,,,,,,,,,,,,,,,,,,,21.8,55.8,,EMERGING,2022,41.765076,-87.658205,,,0,939,0,0,0,0,0,0,0,0
610590,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,Classical,ES,8 W ROOT,Chicago,Illinois,60609,773-535-8085,2022,,,,,,NO DATA AVAILABLE,WELL ORGANIZED,99.9,73,64,71,,,EXCELLING,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,STRONG,,0.6,,40,,2.5 days,98.6,94.5,86.9,92.6,92.6,,,,,,,,,,,,,,,,,,,,,,,,,13,,EMERGING,2022,41.819249,-87.626621,,,0,939,0,0,0,0,0,0,0,0
609723,MARSHALL HS,John Marshall Metropolitan High School,Neighborhood,HS,3250 W ADAMS ST,Chicago,Illinois,60624,773-534-6455,2022,,,,,,FAR BELOW EXPECTATIONS,PARTIALLY ORGANIZED,56.1,73,73.1,71,,,DEVELOPING,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,WEAK,,36.4,,14.3,,2.6 days,57.6,64.3,86.9,85.7,92.6,4.7,9.5,6.1,87.2,88.8,88.6,86.7,76.3,82.9,44.6,80.2,50.9,84,63.2,83.8,34.1,61.8,38.6,61.9,27.3,71.2,26.1,71.7,36.1,86.8,,EMERGING,2022,41.878444,-87.70805,,,774,939,9.3,9.3,2.8,2.8,0,0,4.1,4.1
610274,JOHNSON,James Weldon Johnson Elementary School,Neighborhood,ES,1420 S ALBANY AVE,Chicago,Illinois,60623,773-534-1829,2022,,2022,,,,NO DATA AVAILABLE,NOT YET ORGANIZED,90.4,73,67.9,71,,,STRONG,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,,3.8,,24.4,,1.9 days,87.6,87.8,86.9,91.7,91.3,,,,,,,,,,,,,,,,,,,,,,,,22.6,47.7,,NOT RATED,2022,41.861836,-87.703139,,,0,939,0,0,0,0,0,0,0,0
609964,HAMLINE,John H Hamline Elementary School,Neighborhood,ES,4747 S BISHOP ST,Chicago,Illinois,60609,773-535-4565,2022,,2022,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,84.7,73,89.1,71,,,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,WEAK,,3.2,,21.7,,2.1 days,87.3,84.6,86.9,89.8,92,,,,,,,,,,,,,,,,,,,,,,,,12.5,54.8,,ESTABLISHED,2022,41.807242,-87.661175,,,0,939,0,0,0,0,0,0,0,0
610070,MCPHERSON,James B McPherson Elementary School,Neighborhood,ES,4728 N WOLCOTT AVE,Chicago,Illinois,60640,773-534-2625,2022,,,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,72.7,73,62,71,,,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,WEAK,NEUTRAL,,,,,,,95.9,92.6,86.9,92.3,93,,,,,,,,,,,,,,,,,,,,,,,,7.4,22.6,,ESTABLISHED,2022,41.967847,-87.676288,,,0,939,0,0,0,0,0,0,0,0
609709,GAGE PARK HS,Gage Park High School,Neighborhood,HS,5630 S ROCKWELL ST,Chicago,Illinois,60629,773-535-9230,2022,,,,,,FAR BELOW EXPECTATIONS,MODERATELY ORGANIZED,70.2,73,82.9,71,,,STRONG,NEUTRAL,NEUTRAL,STRONG,WEAK,NEUTRAL,WEAK,,6.1,,16.8,,2.4 days,73,82.4,86.9,80.9,92.6,3.7,2.6,6.1,97.5,88.8,87,86.7,74.5,82.9,67.4,80.2,71.4,84,70.1,83.8,40,61.8,48,61.9,66.7,71.2,33.3,71.7,27.9,70.7,,ESTABLISHED,2022,41.791013,-87.688954,,,790,939,17.3,17.3,4,4,2.3,2.3,8.2,8.2
400027,CICS - IRVING PARK,CICS - Irving Park,Charter,ES,3820 N SPAULDING AVE,Chicago,Illinois,60618,773-433-5000,2022,,,,,,NO DATA AVAILABLE,WELL ORGANIZED,90.7,73,90.9,71,,,STRONG,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,,,,,,,94.7,91.7,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,32.6,,EMERGING,2022,41.950891,-87.710492,,,0,939,0,0,0,0,0,0,0,0
609927,FOSTER PARK,Foster Park Elementary School,Neighborhood,ES,8530 S WOOD ST,Chicago,Illinois,60620,773-535-2725,2022,,2022,,,,NO DATA AVAILABLE,ORGANIZED,99.2,73,96.9,71,,,DEVELOPING,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,,2.6,,88.9,,2.0 days,92.2,90.5,86.9,88.5,92.8,,,,,,,,,,,,,,,,,,,,,,,,12.1,32.3,,EMERGING,2022,41.738425,-87.668099,,,0,939,0,0,0,0,0,0,0,0
609795,CLARK ES,George Rogers Clark Elementary School,Neighborhood,ES,1045 S MONITOR AVE,Chicago,Illinois,60644,773-534-6225,2022,,,2013,2013,,NO DATA AVAILABLE,WELL ORGANIZED,99,73,99.9,71,,,EXCELLING,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,,7.3,,7.4,,1.2 days,95.2,91.9,86.9,94.3,93.7,,,,,,,,,,,,,,,,,,,,,,,,9.8,26.7,,ESTABLISHED,2022,41.867813,-87.770418,,,0,939,0,0,0,0,0,0,0,0
610126,PERSHING,John J Pershing Elementary Humanities Magnet,Magnet,ES,3200 S CALUMET AVE,Chicago,Illinois,60616,773-534-9272,2022,,2022,2012,,,NO DATA AVAILABLE,ORGANIZED,86.5,73,81,71,,,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,,1.3,,46.2,,2.0 days,89.4,90.5,86.9,86.2,91.2,,,,,,,,,,,,,,,,,,,,,,,,8.3,36.6,,ESTABLISHED,2022,41.836527,-87.618338,,,0,939,0,0,0,0,0,0,0,0
610231,NATIONAL TEACHERS,National Teachers Elementary Academy,Neighborhood,ES,55 W CERMAK RD,Chicago,Illinois,60616,773-534-9970,2022,,,,,,NO DATA AVAILABLE,MODERATELY ORGANIZED,90.1,73,69,71,,,EXCELLING,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,WEAK,NEUTRAL,,1.2,,21.4,,1.2 days,91.6,91.3,86.9,91.3,92.8,,,,,,,,,,,,,,,,,,,,,,,,7.5,32.5,,ESTABLISHED,2022,41.8528,-87.629308,,,0,939,0,0,0,0,0,0,0,0
400051,NOBLE - NOBLE HS,Noble - Noble College Prep,Charter,HS,1010 N NOBLE ST,Chicago,Illinois,60642,773-862-1449,2022,,,,,,BELOW EXPECTATIONS,WELL ORGANIZED,83.3,73,88,71,,,EXCELLING,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,,,,,,,67.5,86.9,86.9,,,0.7,1.4,6.1,89.6,88.8,90.7,86.7,98.2,82.9,92.3,80.2,95,84,95,83.8,78.8,61.8,86.7,61.9,72.7,71.2,77.3,71.7,4.4,51.9,,NOT RATED,2022,41.900191,-87.662628,,,907,939,40.1,40.1,32.3,32.3,21.2,21.2,31.4,31.4
400175,EXCEL SOUTH SHORE HS,Excel Academy of South Shore,Citywide-Option,HS,7530 S SOUTH SHORE DR,Chicago,Illinois,60649,773-902-7800,2022,,,,,,FAR BELOW EXPECTATIONS,WELL ORGANIZED,75,73,92.3,71,,,EMERGING,STRONG,NEUTRAL,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,,,,,,,71.1,68.9,86.9,,,26.1,34.8,6.1,,,,,20,82.9,11.1,80.2,19.4,84,41.2,83.8,18.2,61.8,8.7,61.9,,,,,,,,ESTABLISHED,2022,41.759749,-87.556487,,,778,939,0,0,13.3,13.3,0,0,5.1,5.1
610141,RAVENSWOOD,Ravenswood Elementary School,Neighborhood,ES,4332 N PAULINA ST,Chicago,Illinois,60613,773-534-5525,2022,,2022,,,,NO DATA AVAILABLE,ORGANIZED,92.7,73,77.1,71,,,EXCELLING,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,,,,,,,97,93.4,86.9,91.2,93.3,,,,,,,,,,,,,,,,,,,,,,,,5.4,19,,EMERGING,2022,41.960746,-87.670922,,,0,939,0,0,0,0,0,0,0,0
610515,DISNEY II ES,Disney II Magnet School,Magnet,ES,3815 N KEDVALE AVE,Chicago,Illinois,60641,773-534-3750,2022,,2022,,,2012,NO DATA AVAILABLE,NOT YET ORGANIZED,63,73,59.5,71,,,EXCELLING,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,,,,,,,98.6,93.6,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,14.5,,ESTABLISHED,2022,41.950461,-87.730678,,,0,939,0,0,0,0,0,0,0,0
610163,STOCK,Frederick Stock Elementary School,Neighborhood,ES,7507 W BIRCHWOOD AVE,Chicago,Illinois,60631,773-534-1215,2022,,2022,,,,NO DATA AVAILABLE,WELL ORGANIZED,,73,82,71,,,EMERGING,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,,,,,,,,,,92.5,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTABLISHED,2022,42.016892,-87.814195,,,0,939,0,0,0,0,0,0,0,0
609813,BROWNELL,Charles S Brownell Elementary School,Neighborhood,ES,6741 S MICHIGAN AVE,Chicago,Illinois,60637,773-535-3030,2022,,2022,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,42.9,73,64.7,71,,,DEVELOPING,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,,5.3,,23.1,,1.6 days,90,86.5,86.9,85.5,92.8,,,,,,,,,,,,,,,,,,,,,,,,24.9,58.7,,EMERGING,2022,41.77162,-87.621746,,,0,939,0,0,0,0,0,0,0,0
610242,BRENNEMANN,Joseph Brennemann Elementary School,Neighborhood,ES,4251 N CLARENDON AVE,Chicago,Illinois,60613,773-534-5766,2022,,2022,,2013,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,63.2,73,61.1,71,,,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,,1.6,,19.4,,2.3 days,90.8,88,86.9,95,93.5,,,,,,,,,,,,,,,,,,,,,,,,14.4,37.6,,EMERGING,2022,41.959984,-87.649749,,,0,939,0,0,0,0,0,0,0,0
